Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
45,No,Non-Travel,1052,Sales,6,3,4,Female,Sales Executive,4,Single,8865,6,No,12,3,3,19,7,12
54,No,Travel_Rarely,1147,Sales,3,3,4,Female,Sales Executive,1,Married,5940,2,No,14,3,3,6,2,0
36,No,Travel_Rarely,1396,Research & Development,5,2,4,Male,Laboratory Technician,2,Single,5914,8,No,16,3,4,13,11,3
33,No,Travel_Rarely,147,Research & Development,4,4,3,Female,Research Scientist,2,Married,2622,6,No,21,4,3,3,2,1
37,No,Travel_Frequently,663,Research & Development,11,3,2,Male,Research Director,4,Divorced,12185,1,Yes,14,3,3,10,8,0
38,No,Travel_Rarely,119,Sales,3,3,1,Male,Sales Executive,3,Divorced,10609,0,No,12,3,2,16,10,5
31,No,Non-Travel,979,Research & Development,1,4,3,Male,Manufacturing Director,3,Married,4345,0,No,12,3,3,5,4,1
59,No,Travel_Rarely,142,Research & Development,3,3,3,Male,Research Scientist,4,Married,2177,3,No,17,3,3,1,0,0
37,No,Travel_Frequently,319,Sales,4,4,1,Male,Sales Representative,4,Divorced,2793,4,No,17,3,3,9,8,5
29,No,Travel_Frequently,1413,Sales,1,1,2,Female,Sales Executive,4,Married,7918,1,No,14,3,3,11,10,4
35,No,Travel_Frequently,944,Sales,1,3,3,Female,Sales Executive,3,Single,8789,1,No,14,3,4,10,7,0
29,Yes,Travel_Rarely,896,Research & Development,18,1,3,Male,Research Scientist,4,Single,2389,1,Yes,13,3,2,4,3,0
52,No,Travel_Rarely,1323,Research & Development,2,3,3,Female,Laboratory Technician,4,Single,3212,7,No,15,3,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,2,3,Male,Manager,4,Married,19232,1,No,11,3,3,22,17,11
59,No,Travel_Rarely,818,Human Resources,6,2,2,Male,Human Resources,3,Married,2267,8,No,17,3,2,2,2,2
50,No,Travel_Rarely,854,Sales,1,4,4,Female,Manager,4,Divorced,19517,3,No,11,3,2,7,0,0
33,Yes,Travel_Rarely,813,Research & Development,14,3,3,Male,Laboratory Technician,4,Married,2436,5,Yes,13,3,1,5,4,0
43,No,Travel_Rarely,1034,Sales,16,3,4,Female,Manager,4,Married,16064,5,Yes,22,4,3,17,13,1
33,Yes,Travel_Rarely,465,Research & Development,2,2,1,Female,Laboratory Technician,1,Married,2707,7,No,20,4,4,9,7,1
52,No,Non-Travel,771,Sales,2,4,1,Male,Manager,3,Single,19068,1,Yes,18,3,4,33,7,15
32,No,Travel_Rarely,1401,Sales,4,2,3,Female,Sales Representative,2,Married,3931,2,No,11,3,3,4,3,1
32,Yes,Travel_Rarely,515,Research & Development,1,3,4,Male,Laboratory Technician,3,Single,3730,0,Yes,14,3,1,3,2,1
39,No,Travel_Rarely,1431,Research & Development,1,4,3,Female,Laboratory Technician,3,Divorced,2232,7,No,14,3,3,3,2,1
32,No,Non-Travel,976,Sales,26,4,3,Male,Sales Executive,4,Married,4465,0,No,18,3,3,3,2,2
41,No,Travel_Rarely,1411,Research & Development,19,2,3,Male,Research Scientist,1,Divorced,3072,2,No,16,3,2,1,0,0
40,No,Travel_Rarely,1300,Research & Development,24,2,1,Male,Research Scientist,4,Divorced,3319,1,No,17,3,3,9,8,4
45,No,Travel_Rarely,252,Research & Development,1,3,3,Male,Manager,4,Married,19202,0,No,11,3,3,24,0,1
31,No,Travel_Frequently,1327,Research & Development,3,4,2,Male,Research Director,3,Divorced,13675,9,No,12,3,3,2,2,2
33,No,Travel_Rarely,832,Research & Development,5,4,3,Female,Research Scientist,4,Married,2911,1,No,13,3,2,2,2,0
34,No,Travel_Rarely,470,Research & Development,2,4,4,Male,Manufacturing Director,1,Married,5957,6,No,13,3,3,11,9,5
37,No,Travel_Rarely,1017,Research & Development,1,2,3,Female,Research Scientist,1,Married,3920,2,No,14,3,2,3,1,0
45,No,Travel_Frequently,1199,Research & Development,7,4,1,Male,Manufacturing Director,3,Married,6434,4,No,17,3,3,3,2,0
37,Yes,Travel_Frequently,504,Research & Development,10,3,1,Male,Manufacturing Director,3,Divorced,10048,6,No,11,3,3,1,0,0
39,No,Travel_Frequently,505,Research & Development,2,4,3,Female,Healthcare Representative,3,Single,10938,0,No,25,4,3,19,6,11
29,No,Travel_Rarely,665,Research & Development,15,3,3,Male,Research Scientist,4,Single,2340,1,No,19,3,3,6,5,1
42,No,Travel_Rarely,916,Research & Development,17,2,4,Female,Research Scientist,1,Single,6545,3,Yes,13,3,3,3,2,0
29,No,Travel_Rarely,1247,Sales,20,2,4,Male,Sales Executive,4,Divorced,6931,2,No,14,3,3,3,2,0
25,No,Travel_Rarely,685,Research & Development,1,3,1,Female,Manufacturing Director,3,Married,4898,0,No,12,3,3,4,2,1
42,No,Travel_Rarely,269,Research & Development,2,3,4,Female,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,3,9,6,7
40,No,Travel_Rarely,1416,Research & Development,2,2,1,Male,Research Director,3,Divorced,19436,0,No,19,3,3,21,7,3
51,No,Travel_Rarely,833,Research & Development,1,3,3,Male,Research Scientist,4,Married,2723,1,No,11,3,2,1,0,0
31,Yes,Travel_Frequently,307,Research & Development,29,2,3,Male,Laboratory Technician,2,Single,3479,0,No,11,3,4,5,4,1
32,No,Travel_Frequently,1311,Research & Development,7,3,2,Male,Laboratory Technician,2,Married,2794,1,No,20,4,1,5,1,0
38,No,Non-Travel,1327,Sales,2,2,4,Male,Sales Executive,4,Married,5249,3,No,18,3,3,8,7,7
32,No,Travel_Rarely,128,Research & Development,2,1,4,Male,Laboratory Technician,1,Single,2176,4,No,13,3,3,6,2,0
46,No,Travel_Rarely,488,Sales,2,3,3,Female,Manager,2,Married,16872,3,Yes,12,3,2,7,7,7
28,Yes,Travel_Rarely,529,Research & Development,2,4,1,Male,Laboratory Technician,3,Single,3485,2,No,11,3,1,0,0,0
29,No,Travel_Rarely,1210,Sales,2,3,1,Male,Sales Executive,2,Married,6644,2,No,19,3,3,0,0,0
31,No,Travel_Rarely,1463,Research & Development,23,3,2,Male,Healthcare Representative,4,Married,5582,0,No,21,4,3,9,0,7
25,No,Non-Travel,675,Research & Development,5,2,2,Male,Healthcare Representative,1,Divorced,4000,1,No,12,3,3,6,3,1
45,No,Travel_Rarely,1385,Research & Development,20,2,3,Male,Healthcare Representative,4,Married,13496,0,Yes,14,3,3,20,7,4
36,No,Travel_Rarely,1403,Research & Development,6,3,4,Male,Laboratory Technician,4,Married,3210,0,No,11,3,3,15,13,10
55,No,Travel_Rarely,452,Research & Development,1,3,4,Male,Manager,1,Single,19045,0,Yes,14,3,3,36,10,4
47,Yes,Non-Travel,666,Research & Development,29,4,1,Male,Manager,2,Married,11849,1,Yes,12,3,2,10,7,9
28,No,Travel_Rarely,1158,Research & Development,9,3,4,Male,Research Scientist,4,Married,2070,1,No,23,4,2,5,2,0
37,No,Travel_Rarely,228,Sales,6,4,3,Male,Sales Executive,4,Married,6502,4,No,14,3,4,5,4,0
21,No,Travel_Rarely,996,Research & Development,3,2,4,Male,Research Scientist,3,Single,3230,1,No,17,3,4,3,2,1
37,No,Non-Travel,728,Research & Development,1,4,1,Female,Research Director,4,Divorced,13603,2,Yes,18,3,3,5,2,0
35,No,Travel_Rarely,1315,Research & Development,22,3,2,Female,Manager,2,Divorced,11996,7,No,18,3,2,7,7,6
38,No,Travel_Rarely,322,Sales,7,2,1,Female,Sales Executive,1,Divorced,5605,1,Yes,24,4,3,8,0,7
26,No,Travel_Frequently,1479,Research & Development,1,3,3,Female,Manufacturing Director,2,Divorced,6397,1,No,20,4,1,6,5,1
50,No,Travel_Rarely,797,Research & Development,4,1,1,Male,Research Director,2,Divorced,19144,3,No,14,3,2,10,4,1
53,No,Travel_Rarely,1070,Research & Development,3,4,3,Male,Research Director,3,Married,17584,3,Yes,16,3,2,5,3,1
42,No,Travel_Rarely,635,Sales,1,1,2,Male,Sales Executive,3,Married,4907,1,No,25,4,3,20,16,11
29,No,Travel_Frequently,442,Sales,2,2,2,Male,Sales Executive,4,Single,4554,1,No,18,3,2,10,7,0
55,No,Travel_Rarely,147,Research & Development,20,2,2,Male,Laboratory Technician,4,Married,5415,3,Yes,19,3,3,10,7,0
26,No,Travel_Frequently,496,Research & Development,11,2,1,Male,Healthcare Representative,1,Married,4741,1,Yes,13,3,3,5,3,3
37,No,Travel_Rarely,1372,Research & Development,1,3,4,Female,Research Scientist,4,Single,2115,1,No,12,3,3,17,12,5
44,Yes,Travel_Frequently,920,Research & Development,24,3,4,Male,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,1,1,0,0
38,No,Travel_Rarely,688,Research & Development,23,4,4,Male,Healthcare Representative,4,Divorced,5745,9,No,14,3,3,2,2,1
26,Yes,Travel_Rarely,1449,Research & Development,16,4,1,Male,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,3,3,2,0
28,No,Travel_Rarely,1117,Research & Development,8,2,4,Female,Research Scientist,4,Single,3310,1,No,21,4,3,5,3,0
49,No,Travel_Frequently,636,Research & Development,10,4,3,Female,Research Director,1,Single,18665,9,Yes,11,3,3,3,2,1
36,No,Travel_Rarely,506,Research & Development,3,3,3,Male,Research Scientist,2,Single,4485,4,No,12,3,3,8,0,7
31,No,Travel_Frequently,444,Sales,5,3,4,Female,Sales Representative,2,Divorced,2789,1,No,11,3,2,2,2,2
26,Yes,Travel_Rarely,950,Sales,4,4,4,Male,Sales Executive,4,Single,5828,1,Yes,12,3,3,8,7,7
37,No,Travel_Frequently,889,Research & Development,9,3,2,Male,Research Scientist,4,Married,2326,1,Yes,12,3,2,4,2,1
42,No,Travel_Frequently,555,Sales,26,3,3,Female,Sales Executive,2,Married,13525,5,No,14,3,4,20,4,4
18,Yes,Travel_Rarely,230,Research & Development,3,3,3,Male,Laboratory Technician,3,Single,1420,1,No,13,3,3,0,0,0
35,No,Travel_Rarely,1232,Sales,16,3,3,Male,Sales Executive,2,Married,8020,0,No,15,3,2,11,9,6
36,No,Travel_Frequently,566,Research & Development,18,4,3,Male,Laboratory Technician,4,Married,3688,4,No,18,3,3,1,0,0
51,No,Travel_Rarely,1302,Research & Development,2,3,4,Male,Manufacturing Director,2,Divorced,5482,5,No,18,3,3,4,1,1
41,No,Travel_Rarely,334,Sales,2,4,4,Male,Manager,2,Single,16015,1,No,19,3,3,22,10,0
18,No,Travel_Rarely,812,Sales,10,3,4,Female,Sales Representative,3,Single,1200,1,No,12,3,3,0,0,0
28,No,Travel_Rarely,1476,Research & Development,16,2,2,Male,Healthcare Representative,1,Single,5661,0,No,19,3,3,8,3,0
31,No,Travel_Rarely,218,Sales,7,3,2,Male,Sales Executive,4,Married,6929,4,No,11,3,2,8,7,7
39,No,Travel_Rarely,1132,Research & Development,1,3,3,Male,Healthcare Representative,4,Divorced,9613,0,No,17,3,2,18,10,3
36,No,Non-Travel,1105,Research & Development,24,4,2,Female,Laboratory Technician,2,Married,5674,7,No,15,3,3,9,8,0
32,No,Travel_Rarely,906,Sales,7,3,4,Male,Sales Executive,3,Married,5484,1,No,14,3,2,13,8,4
38,No,Travel_Rarely,849,Research & Development,25,2,1,Female,Research Director,2,Married,12061,3,No,17,3,3,10,8,0
58,No,Non-Travel,390,Research & Development,1,4,4,Male,Healthcare Representative,3,Divorced,5660,2,Yes,13,3,3,5,3,1
31,No,Travel_Rarely,691,Research & Development,5,4,3,Male,Research Scientist,4,Married,4821,0,Yes,12,3,3,5,2,0
31,No,Travel_Rarely,106,Human Resources,2,3,1,Male,Human Resources,1,Married,6410,3,No,12,3,3,2,2,1
45,No,Travel_Frequently,1249,Research & Development,7,3,1,Male,Laboratory Technician,1,Divorced,5210,1,No,18,3,3,24,9,9
31,No,Travel_Rarely,192,Research & Development,2,4,3,Male,Research Scientist,4,Divorced,2695,0,Yes,18,3,1,2,2,2
33,No,Travel_Frequently,553,Research & Development,5,4,4,Female,Manager,2,Married,11878,6,No,11,3,3,10,6,8
39,No,Travel_Rarely,117,Research & Development,10,1,3,Male,Manager,1,Married,17068,1,Yes,14,3,3,21,9,11
43,No,Travel_Frequently,185,Research & Development,10,4,3,Female,Laboratory Technician,4,Single,2455,0,No,19,3,3,8,7,1
49,No,Travel_Rarely,1091,Research & Development,1,2,3,Female,Healthcare Representative,3,Single,13964,7,Yes,12,3,3,7,1,0
52,Yes,Travel_Rarely,723,Research & Development,8,4,3,Male,Research Scientist,2,Married,4941,2,No,15,3,2,8,2,7
27,No,Travel_Rarely,1220,Research & Development,5,3,3,Female,Research Scientist,2,Single,2478,1,Yes,12,3,2,4,3,1
32,No,Travel_Rarely,588,Sales,8,2,3,Female,Sales Executive,2,Married,5228,1,Yes,11,3,3,13,12,11
27,No,Travel_Rarely,1377,Sales,2,3,4,Male,Sales Executive,3,Single,4478,1,Yes,11,3,3,5,4,0
31,No,Travel_Rarely,691,Sales,7,3,4,Male,Sales Executive,4,Divorced,7547,4,No,12,3,3,7,7,1
32,No,Travel_Rarely,1018,Research & Development,2,4,1,Female,Research Scientist,4,Single,5055,7,No,16,3,2,7,7,0
28,Yes,Travel_Rarely,1157,Research & Development,2,4,1,Male,Research Scientist,4,Married,3464,5,Yes,13,3,2,3,2,2
30,No,Travel_Rarely,1275,Research & Development,28,2,4,Female,Research Scientist,4,Married,5775,1,No,13,3,3,10,8,1
31,No,Travel_Frequently,798,Research & Development,7,2,3,Female,Manufacturing Director,3,Married,8943,1,No,24,4,3,10,9,8
39,No,Travel_Frequently,672,Research & Development,7,2,3,Male,Manager,4,Married,19272,1,No,15,3,3,21,9,13
39,Yes,Travel_Rarely,1162,Sales,3,2,4,Female,Sales Executive,3,Married,5238,4,Yes,18,3,2,1,0,0
33,No,Travel_Frequently,508,Sales,10,3,2,Male,Sales Executive,4,Single,4682,3,No,14,3,2,7,7,0
47,No,Travel_Rarely,1482,Research & Development,5,5,4,Male,Research Director,3,Married,18300,4,No,11,3,3,3,2,1
43,No,Travel_Frequently,559,Research & Development,10,4,3,Female,Laboratory Technician,3,Divorced,5257,1,No,11,3,4,9,7,0
27,No,Non-Travel,210,Sales,1,1,3,Male,Sales Executive,2,Married,6349,0,Yes,13,3,3,5,4,1
54,No,Travel_Frequently,928,Research & Development,20,4,4,Female,Research Scientist,3,Single,4869,3,No,12,3,2,4,3,0
43,No,Travel_Rarely,1001,Research & Development,7,3,3,Female,Healthcare Representative,1,Married,9985,8,No,16,3,2,1,0,0
45,No,Travel_Rarely,549,Research & Development,8,4,4,Male,Research Scientist,4,Married,3697,9,No,14,3,3,10,9,9
40,No,Travel_Rarely,1124,Sales,1,2,2,Male,Sales Executive,4,Married,7457,2,Yes,22,4,2,4,3,0
29,Yes,Travel_Rarely,318,Research & Development,8,4,2,Male,Laboratory Technician,1,Married,2119,1,Yes,11,3,2,7,7,0
29,No,Travel_Rarely,738,Research & Development,9,5,2,Male,Laboratory Technician,4,Single,3983,0,No,17,3,3,3,2,2
30,No,Travel_Rarely,570,Sales,5,3,4,Female,Sales Executive,3,Divorced,6118,1,No,13,3,3,10,9,1
27,No,Travel_Rarely,1130,Sales,8,4,2,Female,Sales Executive,2,Married,6214,1,No,18,3,3,8,7,0
37,No,Travel_Rarely,1192,Research & Development,5,2,4,Male,Manufacturing Director,4,Divorced,6347,7,No,16,3,2,6,2,0
38,No,Travel_Rarely,343,Research & Development,15,2,3,Male,Research Director,4,Divorced,11510,0,Yes,14,3,3,11,10,2
31,No,Travel_Rarely,1232,Research & Development,7,4,3,Female,Manufacturing Director,4,Single,7143,1,Yes,14,3,2,11,9,4
29,No,Travel_Rarely,144,Sales,10,1,4,Female,Sales Executive,2,Divorced,8268,1,Yes,14,3,3,7,7,1
35,No,Travel_Rarely,1296,Research & Development,5,4,3,Male,Manufacturing Director,2,Single,8095,0,No,13,3,3,16,6,0
23,No,Travel_Rarely,1309,Research & Development,26,1,3,Male,Research Scientist,4,Divorced,2904,1,No,12,3,2,4,2,0
41,No,Travel_Rarely,483,Research & Development,6,3,4,Male,Manufacturing Director,2,Single,6032,6,Yes,15,3,3,5,4,1
47,No,Travel_Frequently,1309,Sales,4,1,2,Male,Sales Representative,3,Single,2976,3,No,19,3,3,0,0,0
42,No,Travel_Rarely,810,Research & Development,23,5,1,Female,Research Director,4,Single,15992,2,No,14,3,3,1,0,0
29,No,Non-Travel,746,Sales,2,3,4,Male,Sales Executive,3,Married,4649,1,No,14,3,2,4,3,0
42,No,Travel_Rarely,544,Human Resources,2,1,3,Male,Human Resources,3,Divorced,2696,0,Yes,11,3,3,3,2,1
32,No,Travel_Rarely,1062,Research & Development,2,3,3,Female,Laboratory Technician,2,Married,2370,1,No,13,3,3,8,0,0
48,No,Travel_Rarely,530,Sales,29,1,1,Female,Manager,3,Married,12504,3,No,21,4,1,0,0,0
37,No,Travel_Rarely,1319,Research & Development,6,3,3,Male,Research Scientist,1,Divorced,5974,4,Yes,13,3,3,7,7,6
30,No,Non-Travel,641,Sales,25,2,4,Female,Sales Executive,3,Married,4736,7,Yes,12,3,4,2,2,2
26,No,Travel_Rarely,933,Sales,1,3,3,Male,Sales Executive,3,Married,5296,1,No,17,3,3,8,7,7
42,No,Travel_Rarely,1332,Research & Development,2,4,1,Male,Healthcare Representative,4,Single,6781,3,No,23,4,3,1,0,0
21,Yes,Travel_Frequently,756,Sales,1,1,1,Female,Sales Representative,2,Single,2174,1,Yes,11,3,3,3,2,1
36,No,Non-Travel,845,Sales,1,5,4,Female,Sales Executive,4,Single,6653,4,No,15,3,3,1,0,0
36,No,Travel_Frequently,541,Sales,3,4,1,Male,Sales Executive,4,Married,9699,4,No,11,3,3,13,9,1
57,No,Travel_Rarely,593,Research & Development,1,4,4,Male,Healthcare Representative,3,Married,6755,2,No,11,3,3,3,2,1
40,No,Travel_Rarely,1171,Research & Development,10,4,4,Female,Laboratory Technician,3,Married,2213,3,Yes,13,3,3,7,7,1
21,No,Non-Travel,895,Sales,9,2,1,Male,Sales Representative,4,Single,2610,1,No,24,4,2,3,2,2
33,Yes,Travel_Rarely,350,Sales,5,3,4,Female,Sales Representative,3,Single,2851,1,Yes,13,3,3,1,0,0
37,No,Travel_Rarely,921,Research & Development,10,3,3,Female,Laboratory Technician,1,Married,3452,6,No,20,4,3,5,4,0
46,No,Non-Travel,1144,Research & Development,7,4,3,Female,Manufacturing Director,3,Married,5258,2,No,14,3,4,1,0,0
41,Yes,Travel_Frequently,143,Sales,4,3,1,Male,Sales Executive,2,Single,9355,1,No,18,3,3,8,7,7
50,No,Travel_Rarely,1046,Research & Development,10,3,4,Male,Healthcare Representative,4,Single,10496,6,No,15,3,3,4,3,1
40,Yes,Travel_Rarely,575,Sales,22,2,3,Male,Sales Executive,3,Married,6380,2,Yes,12,3,3,6,4,1
31,No,Travel_Rarely,408,Research & Development,9,4,3,Male,Research Scientist,2,Single,2657,0,Yes,16,3,3,2,2,2
21,Yes,Travel_Rarely,156,Sales,12,3,3,Female,Sales Representative,2,Single,2716,1,No,15,3,3,1,0,0
29,No,Travel_Rarely,1283,Research & Development,23,3,4,Male,Research Scientist,4,Single,2201,9,No,16,3,3,3,2,1
35,No,Travel_Rarely,755,Research & Development,9,4,3,Male,Healthcare Representative,2,Single,6540,9,No,19,3,3,1,1,0
27,No,Travel_Rarely,1469,Research & Development,1,2,4,Male,Laboratory Technician,2,Divorced,3816,1,No,11,3,3,5,2,0
28,No,Travel_Rarely,304,Sales,9,4,2,Male,Sales Executive,4,Single,5253,1,No,16,3,3,7,5,0
49,No,Travel_Rarely,1261,Research & Development,7,3,2,Male,Healthcare Representative,3,Single,10965,8,No,24,4,3,5,2,0
51,No,Travel_Rarely,1178,Sales,14,2,3,Female,Sales Executive,4,Married,4936,4,No,11,3,2,7,7,0
36,No,Travel_Rarely,329,Research & Development,2,3,4,Female,Research Scientist,3,Married,2543,4,No,13,3,3,2,2,2
34,Yes,Non-Travel,1362,Sales,19,3,1,Male,Sales Executive,4,Single,5304,8,Yes,13,3,2,5,2,0
55,No,Travel_Rarely,1311,Research & Development,2,3,3,Female,Manager,4,Single,16659,2,Yes,13,3,3,5,4,1
24,No,Travel_Rarely,1371,Sales,10,4,4,Female,Sales Executive,3,Divorced,4260,1,Yes,12,3,4,5,2,0
30,No,Travel_Rarely,202,Sales,2,1,3,Male,Sales Representative,2,Married,2476,1,No,18,3,3,1,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,3,Male,Research Scientist,1,Single,3102,0,No,22,4,3,6,4,0
22,No,Travel_Rarely,253,Research & Development,11,3,1,Female,Research Scientist,2,Married,2244,1,No,13,3,3,2,1,1
36,No,Travel_Rarely,164,Sales,2,2,2,Male,Sales Executive,3,Married,7596,1,No,13,3,3,10,9,9
30,Yes,Travel_Frequently,464,Research & Development,4,3,3,Male,Research Scientist,4,Single,2285,9,Yes,23,4,3,1,0,0
37,No,Travel_Rarely,1107,Research & Development,14,3,4,Female,Laboratory Technician,1,Divorced,3034,1,No,12,3,2,18,7,12
40,No,Travel_Rarely,759,Sales,2,2,4,Female,Sales Executive,2,Divorced,5715,7,No,12,3,3,5,4,1
42,No,Travel_Rarely,201,Research & Development,1,4,2,Female,Laboratory Technician,1,Divorced,2576,3,No,16,3,3,5,2,1
37,No,Travel_Rarely,1305,Research & Development,10,4,3,Male,Manufacturing Director,2,Single,4197,2,Yes,12,3,2,1,0,0
43,No,Travel_Rarely,982,Research & Development,12,3,1,Male,Research Director,2,Divorced,14336,1,No,11,3,3,25,10,3
40,No,Travel_Rarely,555,Research & Development,2,3,2,Female,Laboratory Technician,3,Married,3448,6,No,22,4,3,1,0,0
54,No,Travel_Rarely,821,Research & Development,5,2,1,Male,Research Director,1,Married,19406,4,No,11,3,2,4,2,1
34,No,Non-Travel,1381,Sales,4,4,3,Female,Sales Executive,3,Married,6538,9,No,15,3,3,3,2,1
31,No,Travel_Rarely,480,Research & Development,7,2,2,Female,Manufacturing Director,1,Married,4306,1,No,12,3,1,13,10,3
43,No,Travel_Frequently,313,Research & Development,21,3,4,Male,Laboratory Technician,4,Married,2258,7,No,20,4,3,3,2,1
43,No,Travel_Rarely,1473,Research & Development,8,4,3,Female,Healthcare Representative,3,Divorced,4522,4,Yes,14,3,3,5,2,0
25,No,Travel_Rarely,891,Sales,4,2,2,Female,Sales Executive,4,Single,4487,1,Yes,11,3,3,5,4,1
37,No,Non-Travel,1063,Research & Development,25,5,2,Female,Research Scientist,3,Married,4449,3,Yes,15,3,3,13,11,10
31,No,Travel_Rarely,329,Research & Development,1,2,4,Male,Laboratory Technician,1,Married,2218,1,No,12,3,3,4,2,3
39,No,Travel_Frequently,1218,Research & Development,1,1,2,Male,Manager,3,Divorced,19197,1,Yes,14,3,3,21,8,1
56,No,Travel_Frequently,906,Sales,6,3,3,Female,Sales Executive,1,Married,13212,9,No,11,3,2,7,7,7
30,No,Travel_Rarely,1082,Sales,12,3,2,Female,Sales Executive,3,Single,6577,0,No,11,3,3,5,4,4
41,No,Travel_Rarely,645,Sales,1,3,2,Male,Sales Executive,1,Married,8392,1,No,16,3,3,10,7,0
28,No,Travel_Rarely,1300,Research & Development,17,2,3,Male,Laboratory Technician,1,Divorced,4558,1,No,12,3,3,10,0,1
25,Yes,Travel_Rarely,688,Research & Development,3,3,1,Male,Laboratory Technician,1,Married,4031,5,No,13,3,3,2,2,0
52,No,Travel_Rarely,319,Research & Development,3,3,4,Male,Manufacturing Director,3,Married,7969,2,Yes,14,3,3,5,4,0
45,No,Travel_Rarely,192,Research & Development,10,2,1,Male,Research Scientist,4,Married,2654,3,No,21,4,2,2,2,0
52,No,Travel_Rarely,1490,Research & Development,4,2,4,Female,Manager,4,Married,16555,2,No,13,3,1,5,2,1
42,No,Travel_Frequently,532,Research & Development,29,2,1,Female,Research Scientist,3,Divorced,4556,2,No,11,3,3,5,4,0
30,No,Travel_Rarely,317,Research & Development,2,3,3,Female,Manufacturing Director,4,Single,6091,2,No,20,4,3,5,4,0
60,No,Travel_Rarely,422,Research & Development,7,3,1,Female,Manager,1,Married,19566,5,No,11,3,1,29,8,11
46,No,Travel_Rarely,1485,Research & Development,18,3,3,Female,Manufacturing Director,3,Divorced,4810,2,No,14,3,2,10,7,0
42,No,Travel_Frequently,1368,Research & Development,28,4,4,Female,Healthcare Representative,4,Married,4523,0,No,11,3,4,6,5,0
24,Yes,Travel_Rarely,1448,Sales,1,1,1,Female,Sales Representative,2,Single,3202,1,Yes,16,3,3,5,3,1
34,Yes,Travel_Frequently,296,Sales,6,2,4,Female,Sales Representative,3,Divorced,2351,0,No,16,3,2,2,2,1
38,No,Travel_Frequently,1490,Research & Development,2,2,4,Male,Laboratory Technician,4,Married,1702,1,Yes,23,4,3,1,0,0
40,No,Travel_Rarely,1398,Sales,2,4,3,Female,Manager,3,Married,18041,0,No,14,3,3,20,15,1
26,No,Travel_Rarely,1349,Research & Development,23,3,1,Female,Research Scientist,4,Divorced,2886,1,No,22,4,1,3,2,0
30,No,Non-Travel,1400,Research & Development,3,3,3,Male,Laboratory Technician,4,Married,2097,4,No,15,3,1,5,3,1
29,No,Travel_Rarely,986,Research & Development,3,4,2,Male,Research Director,3,Married,11935,1,No,18,3,3,10,2,0
29,Yes,Travel_Rarely,408,Research & Development,25,5,3,Female,Research Scientist,2,Married,2546,5,No,16,3,4,2,2,1
19,Yes,Travel_Rarely,489,Human Resources,2,2,1,Male,Human Resources,4,Single,2564,1,No,12,3,4,1,0,0
30,No,Non-Travel,1398,Sales,22,4,3,Female,Sales Executive,1,Married,8412,0,No,11,3,3,9,8,7
57,No,Travel_Rarely,210,Sales,29,3,1,Male,Manager,4,Divorced,14118,3,No,12,3,2,1,0,0
50,No,Travel_Rarely,1099,Research & Development,29,4,2,Male,Manager,3,Married,17046,0,No,15,3,3,27,10,15
30,No,Non-Travel,1116,Research & Development,2,3,3,Female,Laboratory Technician,4,Single,2564,0,No,14,3,2,11,7,6
60,No,Travel_Frequently,1499,Sales,28,3,3,Female,Sales Executive,1,Married,10266,4,No,19,3,4,18,13,13
47,No,Travel_Rarely,983,Research & Development,2,2,1,Female,Manufacturing Director,4,Divorced,5070,5,No,13,3,3,5,0,0
46,No,Travel_Rarely,1009,Research & Development,2,3,1,Male,Research Director,3,Married,17861,6,No,13,3,1,3,2,0
35,No,Travel_Rarely,144,Research & Development,22,3,4,Male,Laboratory Technician,3,Single,4230,0,No,15,3,3,5,4,4
54,No,Travel_Rarely,548,Research & Development,8,4,3,Female,Laboratory Technician,3,Single,3780,7,No,11,3,3,1,0,0
34,No,Travel_Rarely,1303,Research & Development,2,4,4,Male,Research Scientist,3,Divorced,2768,3,No,12,3,3,7,3,5
46,No,Travel_Rarely,1125,Sales,10,3,3,Female,Sales Executive,4,Married,9071,2,Yes,19,3,3,3,2,1
31,No,Travel_Rarely,1274,Research & Development,9,1,3,Male,Manufacturing Director,2,Divorced,10648,1,No,25,4,4,13,8,0
33,Yes,Travel_Rarely,1277,Research & Development,15,1,2,Male,Manager,3,Married,13610,7,Yes,12,3,4,7,6,7
33,Yes,Travel_Rarely,587,Research & Development,10,1,1,Male,Laboratory Technician,4,Divorced,3408,7,No,13,3,3,4,3,1
30,No,Travel_Rarely,413,Sales,7,1,4,Male,Sales Representative,2,Single,2983,0,No,14,3,3,3,2,1
35,No,Travel_Rarely,1276,Research & Development,16,3,4,Male,Healthcare Representative,3,Married,7632,4,Yes,12,3,3,8,7,0
31,Yes,Travel_Frequently,534,Research & Development,20,3,1,Male,Healthcare Representative,3,Married,9824,3,No,12,3,3,1,0,0
